Module,Has_Used_Breaking_Changes,Count
kanton-bern__hellodata-be_hello-data-cloudbeaver-gateway,No,0
kanton-bern__hellodata-be_hello-data-common,No,0
kanton-bern__hellodata-be_hello-data-dbt-docs,No,0
kanton-bern__hellodata-be_hello-data-metainfo-model,No,0
kanton-bern__hellodata-be_hello-data-portal-common,No,0
kanton-bern__hellodata-be_hello-data-sidecar-airflow,No,0
kanton-bern__hellodata-be_hello-data-sidecar-cloudbeaver,No,0
kanton-bern__hellodata-be_hello-data-sidecar-common,No,0
kanton-bern__hellodata-be_hello-data-sidecar-dbt-docs,No,0
kanton-bern__hellodata-be_hello-data-sidecar-jupyterhub,No,0
kanton-bern__hellodata-be_hello-data-sidecar-portal,No,0
kanton-bern__hellodata-be_hello-data-sidecar-superset,No,0
karatelabs__karate_karate-gatling,No,0
karatelabs__karate_karate-junit5,No,0
karatelabs__karate_karate-playwright,No,0
karatelabs__karate_payment-producer,No,0
keycloak__keycloak-quickstarts_keycloak-quickstarts-test-helper,No,0
keycloak__keycloak-quickstarts_rest-authz-resource-server,No,0
kingston-csj__jforgame_jforgame-codec-api,No,0
kingston-csj__jforgame_jforgame-codec-protobuf,No,0
kingston-csj__jforgame_jforgame-codec-struct,No,0
kingston-csj__jforgame_jforgame-doctor,No,0
kingston-csj__jforgame_jforgame-hotswap-agent,No,0
kingston-csj__jforgame_jforgame-runtime,No,0
kingston-csj__jforgame_jforgame-socket-api,No,0
kingston-csj__jforgame_jforgame-spring-boot-starter-data,No,0
kishanrajput23__Java-Projects-Collections_blog-api-com,No,0
kishanrajput23__Java-Projects-Collections_Brick-Breaker-Game,No,0
kishanrajput23__Java-Projects-Collections_Calculator-project,No,0
kishanrajput23__Java-Projects-Collections_Department-Wise Salary Calculation,No,0
kishanrajput23__Java-Projects-Collections_Guess the number,No,0
kishanrajput23__Java-Projects-Collections_Guess The Number Game,No,0
kishanrajput23__Java-Projects-Collections_kishanrajput23__Java-Projects-Collections,No,0
Kong__unirest-java_unirest-modules-gson,No,0
Kong__unirest-java_unirest-modules-jackson,No,0
Kong__unirest-java_unirest-modules-mocks,No,0
kubernetes-client__java_admissionreview,No,0
kubernetes-client__java_examples-release-17,No,0
kubernetes-client__java_examples-release-18,No,0
kubernetes-client__java_examples-release-19,No,0
kubernetes-client__java_examples-release-20,No,0
kubernetes-client__java_examples-release-latest,No,0
kubernetes-client__java_extended,No,0
kubernetes-client__java_fluent-gen,No,0
kubernetes-client__java_spring,No,0
kubernetes-client__java_spring-aot,No,0
kumuluz__kumuluzee_common,No,0
kumuluz__kumuluzee_core,No,0
kumuluz__kumuluzee_cxf,No,0
kumuluz__kumuluzee_eclipselink,No,0
kumuluz__kumuluzee_hibernate,No,0
kumuluz__kumuluzee_hibernate-validator,No,0
kumuluz__kumuluzee_jsonp,No,0
kumuluz__kumuluzee_loader,No,0
kumuluz__kumuluzee_maven-plugin,No,0
kumuluz__kumuluzee_metro,No,0
kumuluz__kumuluzee_mojarra,No,0
kumuluz__kumuluzee_narayana,No,0
kumuluz__kumuluzee_ri,No,0
kumuluz__kumuluzee_uel,No,0
kumuluz__kumuluzee_weld,No,0
kumuluz__kumuluzee_yasson,No,0
laigeoffer__pmhub_pmhub-admin,No,0
laigeoffer__pmhub_pmhub-api-system,No,0
laigeoffer__pmhub_pmhub-api-workflow,No,0
laigeoffer__pmhub_pmhub-auth,No,0
laigeoffer__pmhub_pmhub-base-datasource,No,0
laigeoffer__pmhub_pmhub-base-security,No,0
laigeoffer__pmhub_pmhub-base-swagger,No,0
laigeoffer__pmhub_pmhub-gateway,No,0
laigeoffer__pmhub_pmhub-gen,No,0
laigeoffer__pmhub_pmhub-generator,No,0
laigeoffer__pmhub_pmhub-job,No,0
laigeoffer__pmhub_pmhub-monitor,No,0
laigeoffer__pmhub_pmhub-project,No,0
laigeoffer__pmhub_pmhub-quartz,No,0
laigeoffer__pmhub_pmhub-system,No,0
lets-mica__mica_mica-activerecord,No,0
lets-mica__mica_mica-caffeine,No,0
lets-mica__mica_mica-captcha,No,0
lets-mica__mica_mica-holidays,No,0
lets-mica__mica_mica-http,No,0
lets-mica__mica_mica-ip2region,No,0
lets-mica__mica_mica-jetcache,No,0
lets-mica__mica_mica-jobs,No,0
lets-mica__mica_mica-laytpl,No,0
lets-mica__mica_mica-lite,No,0
lets-mica__mica_mica-logging,No,0
lets-mica__mica_mica-metrics,No,0
lets-mica__mica_mica-mongo,No,0
lets-mica__mica_mica-openapi,No,0
lets-mica__mica_mica-prometheus,No,0
lets-mica__mica_mica-qrcode,No,0
lets-mica__mica_mica-redis,No,0
lets-mica__mica_mica-spider,No,0
lets-mica__mica_mica-xss,No,0
librespot-org__librespot-java_api,No,0
librespot-org__librespot-java_dacp,No,0
librespot-org__librespot-java_decoder-api,No,0
librespot-org__librespot-java_player,No,0
librespot-org__librespot-java_sink,No,0
librespot-org__librespot-java_sink-api,No,0
lilishop__lilishop_admin,No,0
lilishop__lilishop_buyer-api,No,0
lilishop__lilishop_common-api,No,0
lilishop__lilishop_consumer,No,0
lilishop__lilishop_im-api,No,0
lilishop__lilishop_manager-api,No,0
lilishop__lilishop_seller-api,No,0
linpeilie__mapstruct-plus_mapstruct-plus,No,0
linpeilie__mapstruct-plus_mapstruct-plus-object-convert,No,0
linpeilie__mapstruct-plus_mapstruct-plus-processor,No,0
linpeilie__mapstruct-plus_mapstruct-plus-spring-boot-starter,No,0
linpeilie__mapstruct-plus_quick-start,No,0
linpeilie__mapstruct-plus_spring-boot,No,0
linpeilie__mapstruct-plus_spring-boot-3,No,0
linpeilie__mapstruct-plus_spring-boot-with-lombok,No,0
linyimin0812__spring-startup-analyzer_spring-async-bean-core,No,0
linyimin0812__spring-startup-analyzer_spring-async-bean-starter,No,0
linyimin0812__spring-startup-analyzer_spring-profiler-agent,No,0
linyimin0812__spring-startup-analyzer_spring-profiler-api,No,0
linyimin0812__spring-startup-analyzer_spring-profiler-bridge,No,0
linyimin0812__spring-startup-analyzer_spring-profiler-common,No,0
linyimin0812__spring-startup-analyzer_spring-profiler-core,No,0
linyimin0812__spring-startup-analyzer_spring-profiler-extension,No,0
liquibase__liquibase_liquibase-cli,No,0
liquibase__liquibase_liquibase-extension-testing,No,0
liquibase__liquibase_liquibase-maven-plugin,No,0
liquibase__liquibase_liquibase-snowflake,No,0
LnYo-Cly__ai4j_ai4j-spring-boot-starter,No,0
lukas-krecan__JsonUnit_json-unit,No,0
lukas-krecan__JsonUnit_json-unit-assertj,No,0
lukas-krecan__JsonUnit_json-unit-core,No,0
lukas-krecan__JsonUnit_json-unit-fluent,No,0
lukas-krecan__JsonUnit_json-unit-json-path,No,0
lukas-krecan__JsonUnit_json-unit-spring,No,0
lukas-krecan__JsonUnit_test-base,No,0
lyrric__seckill_lyrric__seckill,No,0
makunet__maku-boot_maku-boot-api,No,0
makunet__maku-boot_maku-boot-new,No,0
makunet__maku-boot_maku-module-iot,No,0
makunet__maku-boot_maku-module-member,No,0
makunet__maku-boot_maku-module-monitor,No,0
makunet__maku-boot_maku-module-quartz,No,0
makunet__maku-boot_maku-module-websocket,No,0
makunet__maku-boot_maku-server,No,0
MarcGiffing__bucket4j-spring-boot-starter_bucket4j-spring-boot-starter,No,0
MarcGiffing__bucket4j-spring-boot-starter_bucket4j-spring-boot-starter-context,No,0
MarcGiffing__bucket4j-spring-boot-starter_caffeine,No,0
MarcGiffing__bucket4j-spring-boot-starter_ehcache,No,0
MarcGiffing__bucket4j-spring-boot-starter_gateway,No,0
MarcGiffing__bucket4j-spring-boot-starter_hazelcast,No,0
MarcGiffing__bucket4j-spring-boot-starter_redis-jedis,No,0
MarcGiffing__bucket4j-spring-boot-starter_redis-lettuce,No,0
MarcGiffing__bucket4j-spring-boot-starter_redis-redisson,No,0
MarcGiffing__bucket4j-spring-boot-starter_webflux,No,0
MarcGiffing__bucket4j-spring-boot-starter_webflux-infinispan,No,0
MariaDB4j__MariaDB4j_mariaDB4j-app,No,0
MariaDB4j__MariaDB4j_mariaDB4j-core,No,0
MariaDB4j__MariaDB4j_mariaDB4j-junit,No,0
MariaDB4j__MariaDB4j_mariaDB4j-maven-plugin,No,0
MariaDB4j__MariaDB4j_mariaDB4j-springboot,No,0
martinpaljak__ant-javacard_capfile,No,0
martinpaljak__ant-javacard_task,No,0
martinpaljak__GlobalPlatformPro_library,No,0
martinpaljak__GlobalPlatformPro_pace,No,0
martinpaljak__GlobalPlatformPro_tool,No,0
microprofile__microprofile_maven-build-plugin,No,0
microsoft__gctoolkit_api,No,0
microsoft__gctoolkit_IT,No,0
microsoft__gctoolkit_sample,No,0
microsoft__playwright-java_api-generator,No,0
microsoft__playwright-java_driver,No,0
microsoft__playwright-java_driver-bundle,No,0
microsoft__playwright-java_examples,No,0
microsoft__playwright-java_test-cli-fatjar,No,0
microsoft__playwright-java_test-cli-version,No,0
microsoft__playwright-java_test-spring-boot-starter,No,0
microsoft__playwright-java_update-docs-version,No,0
modelcontextprotocol__java-sdk_mcp-spring-webflux,No,0
modelcontextprotocol__java-sdk_mcp-spring-webmvc,No,0
modelcontextprotocol__java-sdk_mcp-test,No,0
moditect__moditect_hibernate-validator,No,0
moditect__moditect_maven-plugin,No,0
moditect__moditect_undertow,No,0
mojohaus__flatten-maven-plugin_flatten-shaded-drp,No,0
mojohaus__flatten-maven-plugin_mojohaus__flatten-maven-plugin,No,0
mojohaus__flatten-maven-plugin_system-scope-dep-variable,No,0
mojohaus__versions_fake-api,No,0
mojohaus__versions_versions-api,No,0
mojohaus__versions_versions-test,No,0
moquette-io__moquette_embedding_moquette,No,0
moquette-io__moquette_metrics_prometheus,No,0
moyangzhan__langchain4j-aideepin_adi-admin,No,0
moyangzhan__langchain4j-aideepin_adi-bootstrap,No,0
moyangzhan__langchain4j-aideepin_adi-chat,No,0
mr-m0nst3r__Burpy_mr-m0nst3r__Burpy,No,0
MrMicky-FR__FastBoard_MrMicky-FR__FastBoard,No,0
mwilliamson__java-mammoth_mwilliamson__java-mammoth,No,0
mybatis-mapper__mapper_activerecord,No,0
mybatis-mapper__mapper_common,No,0
mybatis-mapper__mapper_jakarta-jpa,No,0
mybatis-mapper__mapper_jpa,No,0
mybatis-mapper__mapper_mapper,No,0
mybatis-mapper__mapper_service,No,0
mybatis__jpetstore-6_mybatis__jpetstore-6,No,0
mybatis__migrations_mybatis__migrations,No,0
mybatis__redis-cache_mybatis__redis-cache,No,0
mybatis__spring_mybatis__spring,No,0
naturalprogrammer__spring-lemon_lemon-demo-jpa,No,0
naturalprogrammer__spring-lemon_lemon-demo-reactive,No,0
naturalprogrammer__spring-lemon_spring-lemon-commons,No,0
naturalprogrammer__spring-lemon_spring-lemon-commons-jpa,No,0
naturalprogrammer__spring-lemon_spring-lemon-commons-mongo,No,0
naturalprogrammer__spring-lemon_spring-lemon-commons-reactive,No,0
naturalprogrammer__spring-lemon_spring-lemon-commons-web,No,0
naturalprogrammer__spring-lemon_spring-lemon-exceptions,No,0
naturalprogrammer__spring-lemon_spring-lemon-jpa,No,0
naturalprogrammer__spring-lemon_spring-lemon-reactive,No,0
NemProject__nem_deploy,No,0
NemProject__nem_peer,No,0
Nepxion__DiscoveryGuide_discovery-guide-console,No,0
Nepxion__DiscoveryGuide_discovery-guide-gateway,No,0
Nepxion__DiscoveryGuide_discovery-guide-service,No,0
Nepxion__DiscoveryGuide_discovery-guide-zuul,No,0
nguyenq__tess4j_nguyenq__tess4j,No,0
nitrite__nitrite-java_nitrite-rocksdb-adapter,No,0
nitrite__nitrite-java_nitrite-spatial,No,0
niumoo__bing-wallpaper_niumoo__bing-wallpaper,No,0
novicezk__midjourney-proxy_novicezk__midjourney-proxy,No,0
obsidiandynamics__kafdrop_obsidiandynamics__kafdrop,No,0
ofdrw__ofdrw_ofdrw-crypto,No,0
ofdrw__ofdrw_ofdrw-font,No,0
ofdrw__ofdrw_ofdrw-full,No,0
ofdrw__ofdrw_ofdrw-gm,No,0
ofdrw__ofdrw_ofdrw-graphics2d,No,0
ofdrw__ofdrw_ofdrw-gv,No,0
ofdrw__ofdrw_ofdrw-pkg,No,0
ofdrw__ofdrw_ofdrw-reader,No,0
ofdrw__ofdrw_ofdrw-sign,No,0
ofdrw__ofdrw_ofdrw-tool,No,0
okta__okta-spring-boot_common-reactive,No,0
okta__okta-spring-boot_common-servlet,No,0
okta__okta-spring-boot_config-server,No,0
okta__okta-spring-boot_hosted-login-code-flow,No,0
okta__okta-spring-boot_oauth2,No,0
okta__okta-spring-boot_redirect-code-flow,No,0
okta__okta-spring-boot_sdk,No,0
okta__okta-spring-boot_siw-jquery,No,0
okta__okta-spring-boot_webflux-resource-server,No,0
oldratlee__fucking-java-concurrency_oldratlee__fucking-java-concurrency,No,0
ontodev__robot_robot-maven-plugin,No,0
ontop__ontop_all,No,0
ontop__ontop_core,No,0
ontop__ontop_endpoint,No,0
ontop__ontop_endpoint-core,No,0
ontop__ontop_kg-query,No,0
ontop__ontop_native,No,0
ontop__ontop_obda,No,0
ontop__ontop_optimization,No,0
ontop__ontop_owlapi,No,0
ontop__ontop_r2rml,No,0
ontop__ontop_rdf4j,No,0
ontop__ontop_semantic-index,No,0
ontop__ontop_sql,No,0
OpenGamma__Strata_data,No,0
OpenGamma__Strata_examples,No,0
OpenGamma__Strata_report,No,0
opengoofy__crane4j_crane4j-annotation,No,0
opengoofy__crane4j_crane4j-extension-datasource,No,0
opengoofy__crane4j_crane4j-extension-redis,No,0
opengoofy__crane4j_crane4j-extension-spring,No,0
opengoofy__crane4j_crane4j-spring-boot-starter,No,0
opengoofy__crane4j_crane4j-spring-boot-starter-example,No,0
OpenHFT__Chronicle-Bytes_microbenchmarks,No,0
OpenHFT__Chronicle-Core_assertions-disabled,No,0
OpenHFT__Chronicle-Core_assertions-enabled,No,0
OpenHFT__Chronicle-Core_benchmarks,No,0
OpenHFT__Chronicle-Core_checked-exceptions,No,0
OpenHFT__Chronicle-Logger_benchmark,No,0
OpenHFT__Chronicle-Logger_logger-core,No,0
OpenHFT__Chronicle-Logger_logger-jcl,No,0
OpenHFT__Chronicle-Logger_logger-jul,No,0
OpenHFT__Chronicle-Logger_logger-log4j-1,No,0
OpenHFT__Chronicle-Logger_logger-log4j-2,No,0
OpenHFT__Chronicle-Logger_logger-logback,No,0
OpenHFT__Chronicle-Logger_logger-slf4j,No,0
OpenHFT__Chronicle-Logger_logger-slf4j-2,No,0
OpenHFT__Chronicle-Logger_logger-tools,No,0
OpenHFT__Chronicle-Map_benchmark,No,0
OpenHFT__Chronicle-Wire_demo,No,0
OpenHFT__Chronicle-Wire_marshallingperf,No,0
OpenHFT__Java-Runtime-Compiler_OpenHFT__Java-Runtime-Compiler,No,0
OpenHFT__Java-Thread-Affinity_affinity-test,No,0
OpenHFT__Zero-Allocation-Hashing_OpenHFT__Zero-Allocation-Hashing,No,0
OpenIdentityPlatform__OpenDJ_opendj-doc-maven-plugin,No,0
OpenIdentityPlatform__OpenDJ_opendj-dsml-servlet,No,0
OpenIdentityPlatform__OpenDJ_opendj-embedded,No,0
OpenIdentityPlatform__OpenDJ_opendj-embedded-server-examples,No,0
OpenIdentityPlatform__OpenDJ_opendj-grizzly,No,0
OpenIdentityPlatform__OpenDJ_opendj-ldap-sdk-examples,No,0
OpenIdentityPlatform__OpenDJ_opendj-ldap-toolkit,No,0
OpenIdentityPlatform__OpenDJ_opendj-legacy,No,0
OpenIdentityPlatform__OpenDJ_opendj-maven-plugin,No,0
OpenIdentityPlatform__OpenDJ_opendj-openidm-account-change-notification-handler,No,0
OpenIdentityPlatform__OpenDJ_opendj-rest2ldap,No,0
OpenIdentityPlatform__OpenDJ_opendj-server,No,0
OpenIdentityPlatform__OpenDJ_opendj-server-example-plugin,No,0
OpenIdentityPlatform__OpenDJ_opendj-server-msad-plugin,No,0
openshift__jenkins-client-plugin_openshift__jenkins-client-plugin,No,0
openzipkin__zipkin_activemq,No,0
openzipkin__zipkin_cassandra,No,0
openzipkin__zipkin_core,No,0
openzipkin__zipkin_elasticsearch,No,0
openzipkin__zipkin_kafka,No,0
openzipkin__zipkin_pulsar,No,0
openzipkin__zipkin_rabbitmq,No,0
openzipkin__zipkin_scribe,No,0
openzipkin__zipkin_zipkin,No,0
openzipkin__zipkin_zipkin-eureka,No,0
openzipkin__zipkin_zipkin-junit5,No,0
openzipkin__zipkin_zipkin-server,No,0
openzipkin__zipkin_zipkin-tests,No,0
operator-framework__java-operator-sdk_bootstrapper-maven-plugin,No,0
operator-framework__java-operator-sdk_caffeine-bounded-cache-support,No,0
operator-framework__java-operator-sdk_controller-namespace-deletion,No,0
operator-framework__java-operator-sdk_leader-election,No,0
operator-framework__java-operator-sdk_micrometer-support,No,0
operator-framework__java-operator-sdk_mysql-schema,No,0
operator-framework__java-operator-sdk_operator-framework,No,0
operator-framework__java-operator-sdk_operator-framework-junit5,No,0
operator-framework__java-operator-sdk_tomcat-operator,No,0
operator-framework__java-operator-sdk_webpage,No,0
OpticFusion1__MCAntiMalware_MCAntiMalware-Core,No,0
orientechnologies__orientdb_agent,No,0
orientechnologies__orientdb_driver,No,0
orientechnologies__orientdb_etl,No,0
orientechnologies__orientdb_jdbc,No,0
orientechnologies__orientdb_lucene,No,0
orientechnologies__orientdb_nashorn,No,0
orientechnologies__orientdb_polyglot,No,0
orientechnologies__orientdb_security,No,0
orientechnologies__orientdb_server,No,0
orientechnologies__orientdb_test-commons,No,0
orientechnologies__orientdb_tests,No,0
orientechnologies__orientdb_tools,No,0
orphan-oss__launch4j-maven-plugin_orphan-oss__launch4j-maven-plugin,No,0
orphan-oss__ognl_benchmarks,No,0
oshi__oshi_oshi-core-java11,No,0
oshi__oshi_oshi-demo,No,0
pac4j__spring-security-pac4j_pac4j__spring-security-pac4j,No,0
pagehelper__pagehelper-spring-boot_pagehelper-spring-boot-autoconfigure,No,0
pagehelper__pagehelper-spring-boot_pagehelper-spring-boot-sample-annotation,No,0
pagehelper__pagehelper-spring-boot_pagehelper-spring-boot-sample-xml,No,0
paritytrading__philadelphia_acceptor,No,0
paritytrading__philadelphia_client,No,0
paritytrading__philadelphia_core,No,0
paritytrading__philadelphia_fix40,No,0
paritytrading__philadelphia_fix41,No,0
paritytrading__philadelphia_fix42,No,0
paritytrading__philadelphia_fix43,No,0
paritytrading__philadelphia_fix44,No,0
paritytrading__philadelphia_fix50,No,0
paritytrading__philadelphia_fix50sp1,No,0
paritytrading__philadelphia_fix50sp2,No,0
paritytrading__philadelphia_fixt11,No,0
paritytrading__philadelphia_initiator,No,0
paritytrading__philadelphia_perf-test,No,0
Password4j__password4j_Password4j__password4j,No,0
paulcwarren__spring-content_content-fs-spring-boot-starter,No,0
paulcwarren__spring-content_content-jpa-spring-boot-starter,No,0
paulcwarren__spring-content_content-mongo-spring-boot-starter,No,0
paulcwarren__spring-content_content-rest-spring-boot-starter,No,0
paulcwarren__spring-content_content-s3-spring-boot-starter,No,0
paulcwarren__spring-content_content-solr-spring-boot-starter,No,0
paulcwarren__spring-content_spring-content-autoconfigure,No,0
paulcwarren__spring-content_spring-content-azure-storage,No,0
paulcwarren__spring-content_spring-content-commons,No,0
paulcwarren__spring-content_spring-content-elasticsearch,No,0
paulcwarren__spring-content_spring-content-elasticsearch-boot-starter,No,0
paulcwarren__spring-content_spring-content-encryption,No,0
paulcwarren__spring-content_spring-content-fs,No,0
paulcwarren__spring-content_spring-content-fs-boot-starter,No,0
paulcwarren__spring-content_spring-content-gcs,No,0
paulcwarren__spring-content_spring-content-jpa,No,0
paulcwarren__spring-content_spring-content-jpa-boot-starter,No,0
paulcwarren__spring-content_spring-content-mongo,No,0
paulcwarren__spring-content_spring-content-mongo-boot-starter,No,0
paulcwarren__spring-content_spring-content-renditions,No,0
paulcwarren__spring-content_spring-content-renditions-boot-starter,No,0
paulcwarren__spring-content_spring-content-rest-boot-starter,No,0
paulcwarren__spring-content_spring-content-s3,No,0
paulcwarren__spring-content_spring-content-s3-boot-starter,No,0
paulcwarren__spring-content_spring-content-solr,No,0
paulcwarren__spring-content_spring-content-solr-boot-starter,No,0
paulcwarren__spring-content_spring-versions-commons,No,0
paulcwarren__spring-content_spring-versions-jpa-boot-starter,No,0
pazone__ashot_pazone__ashot,No,0
perplexhub__rsql-jpa-specification_rsql-common,No,0
perplexhub__rsql-jpa-specification_rsql-jpa,No,0
perplexhub__rsql-jpa-specification_rsql-jpa-spring-boot-starter,No,0
perplexhub__rsql-jpa-specification_rsql-querydsl,No,0
perplexhub__rsql-jpa-specification_rsql-querydsl-spring-boot-starter,No,0
perplexhub__rsql-jpa-specification_rsql-support,No,0
pig-mesh__excel-spring-boot-starter_pig-mesh__excel-spring-boot-starter,No,0
pig-mesh__oss-spring-boot-starter_pig-mesh__oss-spring-boot-starter,No,0
pig-mesh__pig_pig-auth,No,0
pig-mesh__pig_pig-boot,No,0
pig-mesh__pig_pig-codegen,No,0
pig-mesh__pig_pig-common-core,No,0
pig-mesh__pig_pig-common-datasource,No,0
pig-mesh__pig_pig-common-excel,No,0
pig-mesh__pig_pig-common-feign,No,0
pig-mesh__pig_pig-common-log,No,0
pig-mesh__pig_pig-common-mybatis,No,0
pig-mesh__pig_pig-common-oss,No,0
pig-mesh__pig_pig-common-seata,No,0
pig-mesh__pig_pig-common-security,No,0
pig-mesh__pig_pig-common-swagger,No,0
pig-mesh__pig_pig-common-websocket,No,0
pig-mesh__pig_pig-gateway,No,0
pig-mesh__pig_pig-monitor,No,0
pig-mesh__pig_pig-quartz,No,0
pig-mesh__pig_pig-register,No,0
pig-mesh__pig_pig-upms-api,No,0
pig-mesh__pig_pig-upms-biz,No,0
piomin__spring-boot-logging_logging-spring-commons,No,0
piomin__spring-boot-logging_logging-spring-tests,No,0
piomin__spring-boot-logging_logstash-logging-spring-boot-starter,No,0
piomin__spring-boot-logging_loki-logging-spring-boot-starter,No,0
piomin__spring-boot-logging_loki-logging-spring-tests,No,0
piomin__spring-boot-logging_reactive-logging-spring-tests,No,0
piomin__spring-boot-logging_reactive-logstash-logging-spring-boot-starter,No,0
pivovarit__throwing-function_pivovarit__throwing-function,No,0
pixelsdb__pixels_pixels-cache,No,0
pixelsdb__pixels_pixels-executor,No,0
pixelsdb__pixels_pixels-index-main-sqlite,No,0
pixelsdb__pixels_pixels-index-rockset,No,0
pixelsdb__pixels_pixels-invoker-lambda,No,0
pixelsdb__pixels_pixels-invoker-spike,No,0
pixelsdb__pixels_pixels-invoker-vhive,No,0
pixelsdb__pixels_pixels-planner,No,0
pixelsdb__pixels_pixels-retina,No,0
pixelsdb__pixels_pixels-scaling-ec2,No,0
pixelsdb__pixels_pixels-scaling-general,No,0
pixelsdb__pixels_pixels-server,No,0
pixelsdb__pixels_pixels-storage-localfs,No,0
pixelsdb__pixels_pixels-storage-mock,No,0
pixelsdb__pixels_pixels-storage-s3,No,0
pixelsdb__pixels_pixels-worker-common,No,0
pixelsdb__pixels_pixels-worker-lambda,No,0
plantuml__plantuml-server_plantuml__plantuml-server,No,0
primefaces__primefaces_primefaces-cli,No,0
primefaces__primefaces_primefaces-selenium-components,No,0
primefaces__primefaces_primefaces-selenium-core,No,0
prometheus__jmx_exporter_collector,No,0
prometheus__jmx_exporter_jmx_example_application,No,0
prometheus__jmx_exporter_jmx_prometheus_common,No,0
prometheus__jmx_exporter_jmx_prometheus_isolator_javaagent,No,0
prometheus__jmx_exporter_jmx_prometheus_javaagent,No,0
prometheus__jmx_exporter_jmx_prometheus_standalone,No,0
protegeproject__protege_protege-common,No,0
protegeproject__protege_protege-launcher,No,0
pwm-project__pwm_data-service,No,0
pwm-project__pwm_docker,No,0
pwm-project__pwm_onejar,No,0
pwm-project__pwm_rest-test-service,No,0
Qihoo360__hbox_common,No,0
Qihoo360__hbox_history-server,No,0
Qihoo360__hbox_web,No,0
qoomon__maven-git-versioning-extension_qoomon__maven-git-versioning-extension,No,0
querydsl__querydsl_querydsl-apt,No,0
querydsl__querydsl_querydsl-codegen,No,0
querydsl__querydsl_querydsl-codegen-utils,No,0
querydsl__querydsl_querydsl-collections,No,0
querydsl__querydsl_querydsl-example-jpa-guice,No,0
querydsl__querydsl_querydsl-example-sql-guice,No,0
querydsl__querydsl_querydsl-example-sql-spring,No,0
querydsl__querydsl_querydsl-guava,No,0
querydsl__querydsl_querydsl-hibernate-search,No,0
querydsl__querydsl_querydsl-jdo,No,0
querydsl__querydsl_querydsl-jpa,No,0
querydsl__querydsl_querydsl-jpa-codegen,No,0
querydsl__querydsl_querydsl-lucene3,No,0
querydsl__querydsl_querydsl-maven-plugin,No,0
querydsl__querydsl_querydsl-mongodb,No,0
querydsl__querydsl_querydsl-spatial,No,0
querydsl__querydsl_querydsl-sql-codegen,No,0
querydsl__querydsl_querydsl-sql-spatial,No,0
querydsl__querydsl_querydsl-sql-spring,No,0
rampatra__jbot_jbot,No,0
rampatra__jbot_jbot-example,No,0
Randgalt__record-builder_record-builder-core,No,0
Randgalt__record-builder_record-builder-processor,No,0
Randgalt__record-builder_record-builder-test,No,0
Randgalt__record-builder_record-builder-validator,No,0
raydac__java-binary-block-parser_jbbp-gradle,No,0
raydac__java-binary-block-parser_jbbp-gradle5-plugin-test,No,0
raydac__java-binary-block-parser_jbbp-gradle6-plugin-test,No,0
raydac__java-binary-block-parser_jbbp-gradle7-plugin-test,No,0
raydac__java-binary-block-parser_jbbp-gradle8-plugin-test,No,0
raydac__java-binary-block-parser_jbbp-maven-plugin,No,0
raydac__java-binary-block-parser_jbbp-mvn-test-customvars,No,0
raydac__java-binary-block-parser_jbbp-mvn-test-getterssetters,No,0
raydac__java-binary-block-parser_jbbp-plugin-common,No,0
rayokota__kareldb_kareldb-server,No,0
rayokota__kcache_kcache,No,0
rayokota__kcache_kcache-bdbje,No,0
rayokota__kcache_kcache-benchmark,No,0
rayokota__kcache_kcache-caffeine,No,0
rayokota__kcache_kcache-lmdb,No,0
rayokota__kcache_kcache-mapdb,No,0
reficio__p2-maven-plugin_test.bundle1,No,0
reficio__p2-maven-plugin_test.bundle2,No,0
reugn__dev-tools_reugn__dev-tools,No,0
revelc__formatter-maven-plugin_cache,No,0
revelc__formatter-maven-plugin_revelc__formatter-maven-plugin,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-beta-api,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-common-tools,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-jdbc-commons,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-api,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-assembler,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-base,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-core,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-data,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-elastic,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-ftp,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-rdbms,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-stream,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-stream-local-file,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-rpc-commons,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-rpc-consumer,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-rpc-provide,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-security-base,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-api-online,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-risedata-jpa-repository,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-risedata-scheduler,No,0
